Cell_ID	Cluster_PSE	Pseudotime_PSE
SLX_14259_i720_i506	3	85.63875476
SLX_14255_i711_i508	3	85.67331166
SLX_17313_i715_i506	3	85.70857599
SLX_14254_i703_i502	3	85.71091154
SLX_14259_i716_i510	3	85.71541863
SLX_14259_i719_i506	3	85.71969989
SLX_14251_i712_i502	3	85.72440593
SLX_14254_i704_i502	3	85.7385913
SLX_17313_i720_i520	3	85.74228183
SLX_14259_i719_i503	3	85.78267086
SLX_17313_i723_i516	3	85.78794587
SLX_14254_i707_i504	3	85.78810474
SLX_14259_i705_i507	3	85.79387203
SLX_14254_i704_i508	3	85.80016495
SLX_17313_i720_i515	3	85.84928458
SLX_14255_i709_i504	3	85.85390154
SLX_14252_i710_i504	3	85.86206059
SLX_14259_i721_i505	3	85.88697167
SLX_14259_i718_i510	3	85.89934205
SLX_14251_i712_i507	3	85.91186274
SLX_14253_i708_i504	3	85.97203892
SLX_14254_i701_i502	3	85.9999626
SLX_14255_i704_i502	3	86.00108267
SLX_14255_i709_i508	3	86.00352033
SLX_14252_i710_i503	3	86.0102287
SLX_14259_i719_i511	3	86.02667189
SLX_17313_i705_i505	3	86.04334115
SLX_14255_i710_i504	3	86.04821406
SLX_14253_i707_i508	3	86.06071854
SLX_14255_i709_i506	3	86.06553516
SLX_14252_i710_i517	3	86.06869466
SLX_17311_i729_i513	3	86.07720203
SLX_14254_i703_i504	3	86.07785508
SLX_14254_i701_i507	3	86.09277188
SLX_14251_i709_i503	3	86.0933035
SLX_14255_i707_i506	3	86.10460765
SLX_14252_i709_i506	3	86.12222177
SLX_14254_i706_i503	3	86.12991006
SLX_14255_i701_i506	3	86.15231515
SLX_14251_i711_i503	3	86.15537326
SLX_14252_i711_i502	3	86.1627339
SLX_14254_i706_i502	3	86.17187363
SLX_14255_i712_i505	3	86.17517701
SLX_14251_i709_i517	3	86.18372624
SLX_14259_i718_i511	3	86.19113199
SLX_14255_i712_i517	3	86.20889924
SLX_14259_i722_i502	3	86.20946472
SLX_14252_i712_i507	3	86.21674174
SLX_14255_i709_i505	3	86.22193177
SLX_14255_i708_i507	3	86.2236619
SLX_14255_i712_i503	3	86.23361286
SLX_14254_i702_i505	3	86.23726984
SLX_14253_i708_i505	3	86.23770713
SLX_14254_i706_i508	3	86.2452547
SLX_14254_i706_i505	3	86.25367987
SLX_14253_i708_i507	3	86.27350327
SLX_14254_i704_i506	3	86.27446036
SLX_14259_i720_i505	3	86.27495942
SLX_14259_i719_i508	3	86.29009014
SLX_14259_i720_i503	3	86.29507385
SLX_14259_i704_i505	3	86.30276322
SLX_14254_i705_i503	3	86.32135899
SLX_17313_i727_i516	3	86.34070954
SLX_14255_i709_i502	3	86.34237994
SLX_17312_i712_i507	3	86.35011122
SLX_17313_i729_i520	3	86.35105585
SLX_17312_i707_i508	3	86.3644554
SLX_14252_i711_i508	3	86.36769674
SLX_14259_i710_i511	3	86.39927128
SLX_14254_i703_i503	3	86.4210898
SLX_14252_i711_i506	3	86.45547339
SLX_14253_i705_i503	3	86.45660748
SLX_14253_i705_i504	3	86.46194881
SLX_14259_i711_i508	3	86.46585498
SLX_14254_i702_i506	3	86.47595445
SLX_14254_i705_i506	3	86.47612428
SLX_14252_i712_i506	3	86.49049769
SLX_14252_i712_i503	3	86.50073619
SLX_14254_i705_i502	3	86.50971616
SLX_14254_i702_i502	3	86.51185354
SLX_14253_i712_i507	3	86.5211132
SLX_17312_i728_i513	3	86.52229324
SLX_14252_i710_i502	3	86.52699061
SLX_14254_i702_i507	3	86.53020675
SLX_14252_i709_i507	3	86.53263793
SLX_14259_i719_i502	3	86.54056935
SLX_14253_i707_i506	3	86.55982495
SLX_14255_i708_i508	3	86.57185381
SLX_14253_i708_i506	3	86.58569606
SLX_14254_i701_i506	3	86.59376725
SLX_14254_i701_i508	3	86.60190003
SLX_14255_i710_i505	3	86.60812483
SLX_14252_i711_i505	3	86.61859106
SLX_14254_i703_i508	3	86.62109969
SLX_14252_i711_i504	3	86.62180687
SLX_14252_i710_i506	3	86.70667268
SLX_14259_i715_i503	3	86.71424334
SLX_14254_i702_i503	3	86.71498877
SLX_14252_i709_i504	3	86.72952172
SLX_14254_i706_i504	3	86.84412818
SLX_12100_i701_i502	NA	NA
SLX_12100_i701_i503	NA	NA
SLX_12100_i701_i504	NA	NA
SLX_12100_i701_i507	NA	NA
SLX_12100_i701_i517	NA	NA
SLX_12100_i702_i502	NA	NA
SLX_12100_i702_i503	NA	NA
SLX_12100_i702_i505	NA	NA
SLX_12100_i702_i517	NA	NA
SLX_12100_i703_i502	NA	NA
SLX_12100_i703_i503	NA	NA
SLX_12100_i703_i504	NA	NA
SLX_12100_i704_i506	NA	NA
SLX_12100_i704_i507	NA	NA
SLX_12100_i705_i506	NA	NA
SLX_12100_i706_i506	NA	NA
SLX_12100_i706_i508	NA	NA
SLX_12100_i707_i503	NA	NA
SLX_12100_i707_i504	NA	NA
SLX_12100_i707_i505	NA	NA
SLX_12100_i707_i506	NA	NA
SLX_12100_i707_i508	NA	NA
SLX_12100_i708_i502	NA	NA
SLX_12100_i708_i504	NA	NA
SLX_12100_i708_i517	NA	NA
SLX_12100_i709_i517	NA	NA
SLX_12100_i710_i503	NA	NA
SLX_12100_i710_i504	NA	NA
SLX_12100_i710_i517	NA	NA
SLX_12100_i711_i502	NA	NA
SLX_12100_i711_i504	NA	NA
SLX_12100_i711_i507	NA	NA
SLX_12100_i711_i508	NA	NA
SLX_12100_i711_i517	NA	NA
SLX_14251_i701_i503	NA	NA
SLX_14251_i701_i505	NA	NA
SLX_14251_i701_i507	NA	NA
SLX_14251_i701_i508	NA	NA
SLX_14251_i701_i517	NA	NA
SLX_14251_i702_i502	NA	NA
SLX_14251_i702_i503	NA	NA
SLX_14251_i702_i506	NA	NA
SLX_14251_i702_i507	NA	NA
SLX_14251_i702_i508	NA	NA
SLX_14251_i702_i517	NA	NA
SLX_14251_i703_i502	NA	NA
SLX_14251_i703_i505	NA	NA
SLX_14251_i703_i507	NA	NA
SLX_14251_i703_i517	NA	NA
SLX_14251_i704_i506	NA	NA
SLX_14251_i704_i507	NA	NA
SLX_14251_i705_i507	NA	NA
SLX_14252_i701_i502	NA	NA
SLX_14252_i701_i503	NA	NA
SLX_14252_i701_i504	NA	NA
SLX_14252_i701_i507	NA	NA
SLX_14252_i701_i517	NA	NA
SLX_14252_i702_i502	NA	NA
SLX_14252_i702_i503	NA	NA
SLX_14252_i702_i506	NA	NA
SLX_14252_i702_i507	NA	NA
SLX_14252_i702_i508	NA	NA
SLX_14252_i702_i517	NA	NA
SLX_14252_i703_i502	NA	NA
SLX_14252_i703_i503	NA	NA
SLX_14252_i703_i507	NA	NA
SLX_14252_i703_i517	NA	NA
SLX_14252_i704_i502	NA	NA
SLX_14252_i708_i502	NA	NA
SLX_14253_i701_i517	NA	NA
SLX_14253_i707_i517	NA	NA
SLX_14253_i709_i503	NA	NA
SLX_14253_i709_i504	NA	NA
SLX_14253_i709_i506	NA	NA
SLX_14253_i709_i508	NA	NA
SLX_14253_i709_i517	NA	NA
SLX_14253_i711_i502	NA	NA
SLX_14253_i711_i505	NA	NA
SLX_14253_i711_i508	NA	NA
SLX_14253_i712_i503	NA	NA
SLX_14253_i712_i517	NA	NA
SLX_14254_i701_i517	NA	NA
SLX_14254_i702_i504	NA	NA
SLX_14254_i703_i507	NA	NA
SLX_14254_i705_i508	NA	NA
SLX_14254_i707_i502	NA	NA
SLX_14254_i708_i505	NA	NA
SLX_14254_i708_i517	NA	NA
SLX_14254_i709_i504	NA	NA
SLX_14254_i709_i517	NA	NA
SLX_14254_i710_i508	NA	NA
SLX_14254_i711_i504	NA	NA
SLX_14254_i711_i506	NA	NA
SLX_14254_i711_i508	NA	NA
SLX_14254_i712_i502	NA	NA
SLX_14254_i712_i504	NA	NA
SLX_14254_i712_i517	NA	NA
SLX_14255_i701_i517	NA	NA
SLX_14255_i702_i502	NA	NA
SLX_14255_i702_i503	NA	NA
SLX_14255_i702_i506	NA	NA
SLX_14255_i702_i508	NA	NA
SLX_14255_i703_i508	NA	NA
SLX_14255_i704_i504	NA	NA
SLX_14255_i704_i505	NA	NA
SLX_14255_i704_i507	NA	NA
SLX_14255_i705_i502	NA	NA
SLX_14255_i705_i503	NA	NA
SLX_14255_i705_i505	NA	NA
SLX_14255_i706_i502	NA	NA
SLX_14255_i706_i505	NA	NA
SLX_14255_i706_i506	NA	NA
SLX_14255_i712_i507	NA	NA
SLX_14259_i701_i508	NA	NA
SLX_14259_i702_i506	NA	NA
SLX_14259_i702_i508	NA	NA
SLX_14259_i703_i503	NA	NA
SLX_14259_i703_i505	NA	NA
SLX_14259_i704_i506	NA	NA
SLX_14259_i704_i510	NA	NA
SLX_14259_i705_i508	NA	NA
SLX_14259_i705_i510	NA	NA
SLX_14259_i705_i511	NA	NA
SLX_14259_i706_i510	NA	NA
SLX_14259_i707_i502	NA	NA
SLX_14259_i707_i503	NA	NA
SLX_14259_i707_i511	NA	NA
SLX_14259_i710_i505	NA	NA
SLX_14259_i710_i506	NA	NA
SLX_14259_i710_i510	NA	NA
SLX_14259_i711_i502	NA	NA
SLX_14259_i711_i510	NA	NA
SLX_14259_i715_i507	NA	NA
SLX_14259_i716_i502	NA	NA
SLX_14259_i716_i505	NA	NA
SLX_14259_i716_i513	NA	NA
SLX_14259_i716_i516	NA	NA
SLX_14259_i716_i521	NA	NA
SLX_14259_i716_i522	NA	NA
SLX_14259_i718_i515	NA	NA
SLX_14259_i718_i520	NA	NA
SLX_14259_i718_i522	NA	NA
SLX_14259_i719_i515	NA	NA
SLX_14259_i719_i518	NA	NA
SLX_14259_i720_i507	NA	NA
SLX_14259_i720_i515	NA	NA
SLX_14259_i720_i517	NA	NA
SLX_14259_i721_i511	NA	NA
SLX_14259_i721_i520	NA	NA
SLX_14259_i721_i522	NA	NA
SLX_14259_i722_i510	NA	NA
SLX_14259_i722_i513	NA	NA
SLX_14259_i722_i515	NA	NA
SLX_14259_i722_i522	NA	NA
SLX_14259_i723_i513	NA	NA
SLX_14259_i723_i515	NA	NA
SLX_14259_i723_i518	NA	NA
SLX_14259_i723_i520	NA	NA
SLX_14259_i723_i521	NA	NA
SLX_14259_i723_i522	NA	NA
SLX_14259_i724_i513	NA	NA
SLX_14259_i724_i516	NA	NA
SLX_14259_i724_i518	NA	NA
SLX_14259_i724_i521	NA	NA
SLX_14259_i724_i522	NA	NA
SLX_14259_i726_i513	NA	NA
SLX_14259_i726_i515	NA	NA
SLX_14259_i726_i517	NA	NA
SLX_14259_i726_i520	NA	NA
SLX_14259_i726_i521	NA	NA
SLX_14259_i727_i515	NA	NA
SLX_14259_i728_i515	NA	NA
SLX_14259_i728_i516	NA	NA
SLX_14259_i728_i518	NA	NA
SLX_14259_i728_i520	NA	NA
SLX_14259_i729_i513	NA	NA
SLX_14259_i729_i516	NA	NA
SLX_14259_i729_i520	NA	NA
SLX_14259_i729_i521	NA	NA
SLX_17311_i701_i502	NA	NA
SLX_17311_i701_i503	NA	NA
SLX_17311_i701_i505	NA	NA
SLX_17311_i701_i506	NA	NA
SLX_17311_i701_i508	NA	NA
SLX_17311_i701_i510	NA	NA
SLX_17311_i701_i511	NA	NA
SLX_17311_i702_i502	NA	NA
SLX_17311_i702_i507	NA	NA
SLX_17311_i702_i510	NA	NA
SLX_17311_i703_i502	NA	NA
SLX_17311_i703_i503	NA	NA
SLX_17311_i703_i505	NA	NA
SLX_17311_i703_i506	NA	NA
SLX_17311_i703_i507	NA	NA
SLX_17311_i703_i508	NA	NA
SLX_17311_i703_i510	NA	NA
SLX_17311_i703_i511	NA	NA
SLX_17311_i704_i502	NA	NA
SLX_17311_i704_i503	NA	NA
SLX_17311_i704_i505	NA	NA
SLX_17311_i704_i508	NA	NA
SLX_17311_i704_i510	NA	NA
SLX_17311_i705_i502	NA	NA
SLX_17311_i705_i503	NA	NA
SLX_17311_i705_i505	NA	NA
SLX_17311_i705_i506	NA	NA
SLX_17311_i705_i507	NA	NA
SLX_17311_i705_i508	NA	NA
SLX_17311_i705_i511	NA	NA
SLX_17311_i706_i502	NA	NA
SLX_17311_i706_i503	NA	NA
SLX_17311_i706_i505	NA	NA
SLX_17311_i706_i506	NA	NA
SLX_17311_i706_i507	NA	NA
SLX_17311_i706_i510	NA	NA
SLX_17311_i707_i502	NA	NA
SLX_17311_i707_i506	NA	NA
SLX_17311_i707_i507	NA	NA
SLX_17311_i707_i508	NA	NA
SLX_17311_i707_i510	NA	NA
SLX_17311_i707_i511	NA	NA
SLX_17311_i710_i502	NA	NA
SLX_17311_i710_i503	NA	NA
SLX_17311_i710_i505	NA	NA
SLX_17311_i710_i506	NA	NA
SLX_17311_i710_i507	NA	NA
SLX_17311_i710_i508	NA	NA
SLX_17311_i710_i510	NA	NA
SLX_17311_i710_i511	NA	NA
SLX_17311_i711_i503	NA	NA
SLX_17311_i711_i505	NA	NA
SLX_17311_i711_i506	NA	NA
SLX_17311_i711_i508	NA	NA
SLX_17311_i711_i510	NA	NA
SLX_17311_i712_i502	NA	NA
SLX_17311_i712_i505	NA	NA
SLX_17311_i712_i507	NA	NA
SLX_17311_i712_i510	NA	NA
SLX_17311_i714_i502	NA	NA
SLX_17311_i714_i503	NA	NA
SLX_17311_i714_i505	NA	NA
SLX_17311_i714_i506	NA	NA
SLX_17311_i714_i507	NA	NA
SLX_17311_i714_i510	NA	NA
SLX_17311_i714_i511	NA	NA
SLX_17311_i715_i503	NA	NA
SLX_17311_i715_i505	NA	NA
SLX_17311_i715_i508	NA	NA
SLX_17311_i716_i513	NA	NA
SLX_17311_i716_i516	NA	NA
SLX_17311_i716_i517	NA	NA
SLX_17311_i716_i518	NA	NA
SLX_17311_i716_i522	NA	NA
SLX_17311_i718_i515	NA	NA
SLX_17311_i718_i516	NA	NA
SLX_17311_i718_i518	NA	NA
SLX_17311_i718_i520	NA	NA
SLX_17311_i718_i521	NA	NA
SLX_17311_i719_i515	NA	NA
SLX_17311_i719_i516	NA	NA
SLX_17311_i719_i518	NA	NA
SLX_17311_i719_i520	NA	NA
SLX_17311_i720_i513	NA	NA
SLX_17311_i720_i516	NA	NA
SLX_17311_i720_i517	NA	NA
SLX_17311_i720_i518	NA	NA
SLX_17311_i720_i521	NA	NA
SLX_17311_i720_i522	NA	NA
SLX_17311_i721_i513	NA	NA
SLX_17311_i721_i515	NA	NA
SLX_17311_i721_i516	NA	NA
SLX_17311_i721_i518	NA	NA
SLX_17311_i721_i522	NA	NA
SLX_17311_i722_i515	NA	NA
SLX_17311_i722_i516	NA	NA
SLX_17311_i722_i517	NA	NA
SLX_17311_i722_i518	NA	NA
SLX_17311_i722_i520	NA	NA
SLX_17311_i722_i521	NA	NA
SLX_17311_i722_i522	NA	NA
SLX_17311_i723_i513	NA	NA
SLX_17311_i723_i515	NA	NA
SLX_17311_i723_i516	NA	NA
SLX_17311_i723_i518	NA	NA
SLX_17311_i723_i520	NA	NA
SLX_17311_i723_i521	NA	NA
SLX_17311_i723_i522	NA	NA
SLX_17311_i724_i513	NA	NA
SLX_17311_i724_i515	NA	NA
SLX_17311_i724_i517	NA	NA
SLX_17311_i724_i518	NA	NA
SLX_17311_i724_i521	NA	NA
SLX_17311_i726_i515	NA	NA
SLX_17311_i726_i516	NA	NA
SLX_17311_i726_i521	NA	NA
SLX_17311_i727_i513	NA	NA
SLX_17311_i727_i515	NA	NA
SLX_17311_i727_i518	NA	NA
SLX_17311_i727_i520	NA	NA
SLX_17311_i727_i521	NA	NA
SLX_17311_i727_i522	NA	NA
SLX_17311_i728_i515	NA	NA
SLX_17311_i728_i516	NA	NA
SLX_17311_i728_i517	NA	NA
SLX_17311_i728_i518	NA	NA
SLX_17311_i728_i520	NA	NA
SLX_17311_i728_i521	NA	NA
SLX_17311_i729_i515	NA	NA
SLX_17311_i729_i516	NA	NA
SLX_17311_i729_i517	NA	NA
SLX_17311_i729_i518	NA	NA
SLX_17311_i729_i520	NA	NA
SLX_17311_i729_i521	NA	NA
SLX_17312_i701_i502	NA	NA
SLX_17312_i701_i503	NA	NA
SLX_17312_i701_i505	NA	NA
SLX_17312_i701_i507	NA	NA
SLX_17312_i701_i508	NA	NA
SLX_17312_i701_i510	NA	NA
SLX_17312_i701_i511	NA	NA
SLX_17312_i702_i502	NA	NA
SLX_17312_i702_i503	NA	NA
SLX_17312_i702_i506	NA	NA
SLX_17312_i702_i507	NA	NA
SLX_17312_i702_i508	NA	NA
SLX_17312_i702_i510	NA	NA
SLX_17312_i703_i502	NA	NA
SLX_17312_i703_i503	NA	NA
SLX_17312_i703_i505	NA	NA
SLX_17312_i703_i506	NA	NA
SLX_17312_i703_i507	NA	NA
SLX_17312_i703_i508	NA	NA
SLX_17312_i703_i511	NA	NA
SLX_17312_i704_i502	NA	NA
SLX_17312_i704_i503	NA	NA
SLX_17312_i704_i505	NA	NA
SLX_17312_i704_i506	NA	NA
SLX_17312_i704_i507	NA	NA
SLX_17312_i704_i508	NA	NA
SLX_17312_i704_i511	NA	NA
SLX_17312_i705_i502	NA	NA
SLX_17312_i705_i503	NA	NA
SLX_17312_i705_i505	NA	NA
SLX_17312_i705_i506	NA	NA
SLX_17312_i705_i507	NA	NA
SLX_17312_i705_i508	NA	NA
SLX_17312_i705_i510	NA	NA
SLX_17312_i705_i511	NA	NA
SLX_17312_i706_i502	NA	NA
SLX_17312_i706_i503	NA	NA
SLX_17312_i706_i505	NA	NA
SLX_17312_i706_i506	NA	NA
SLX_17312_i706_i507	NA	NA
SLX_17312_i706_i508	NA	NA
SLX_17312_i706_i510	NA	NA
SLX_17312_i706_i511	NA	NA
SLX_17312_i707_i502	NA	NA
SLX_17312_i707_i503	NA	NA
SLX_17312_i707_i505	NA	NA
SLX_17312_i707_i506	NA	NA
SLX_17312_i707_i507	NA	NA
SLX_17312_i707_i510	NA	NA
SLX_17312_i707_i511	NA	NA
SLX_17312_i710_i502	NA	NA
SLX_17312_i710_i503	NA	NA
SLX_17312_i710_i505	NA	NA
SLX_17312_i710_i506	NA	NA
SLX_17312_i710_i507	NA	NA
SLX_17312_i710_i508	NA	NA
SLX_17312_i710_i510	NA	NA
SLX_17312_i710_i511	NA	NA
SLX_17312_i711_i502	NA	NA
SLX_17312_i711_i503	NA	NA
SLX_17312_i711_i505	NA	NA
SLX_17312_i711_i506	NA	NA
SLX_17312_i711_i507	NA	NA
SLX_17312_i711_i511	NA	NA
SLX_17312_i712_i502	NA	NA
SLX_17312_i712_i505	NA	NA
SLX_17312_i712_i506	NA	NA
SLX_17312_i712_i508	NA	NA
SLX_17312_i712_i510	NA	NA
SLX_17312_i712_i511	NA	NA
SLX_17312_i714_i502	NA	NA
SLX_17312_i714_i503	NA	NA
SLX_17312_i714_i505	NA	NA
SLX_17312_i714_i506	NA	NA
SLX_17312_i714_i507	NA	NA
SLX_17312_i714_i511	NA	NA
SLX_17312_i715_i502	NA	NA
SLX_17312_i715_i503	NA	NA
SLX_17312_i715_i505	NA	NA
SLX_17312_i715_i506	NA	NA
SLX_17312_i715_i507	NA	NA
SLX_17312_i715_i510	NA	NA
SLX_17312_i715_i511	NA	NA
SLX_17312_i716_i515	NA	NA
SLX_17312_i716_i517	NA	NA
SLX_17312_i716_i518	NA	NA
SLX_17312_i716_i520	NA	NA
SLX_17312_i716_i521	NA	NA
SLX_17312_i718_i513	NA	NA
SLX_17312_i718_i515	NA	NA
SLX_17312_i718_i516	NA	NA
SLX_17312_i718_i517	NA	NA
SLX_17312_i718_i518	NA	NA
SLX_17312_i718_i520	NA	NA
SLX_17312_i718_i521	NA	NA
SLX_17312_i718_i522	NA	NA
SLX_17312_i719_i513	NA	NA
SLX_17312_i719_i515	NA	NA
SLX_17312_i719_i516	NA	NA
SLX_17312_i719_i517	NA	NA
SLX_17312_i719_i518	NA	NA
SLX_17312_i719_i520	NA	NA
SLX_17312_i720_i513	NA	NA
SLX_17312_i720_i515	NA	NA
SLX_17312_i720_i516	NA	NA
SLX_17312_i720_i517	NA	NA
SLX_17312_i720_i520	NA	NA
SLX_17312_i720_i521	NA	NA
SLX_17312_i720_i522	NA	NA
SLX_17312_i721_i513	NA	NA
SLX_17312_i721_i515	NA	NA
SLX_17312_i721_i517	NA	NA
SLX_17312_i721_i518	NA	NA
SLX_17312_i721_i521	NA	NA
SLX_17312_i722_i513	NA	NA
SLX_17312_i722_i515	NA	NA
SLX_17312_i722_i517	NA	NA
SLX_17312_i722_i520	NA	NA
SLX_17312_i722_i521	NA	NA
SLX_17312_i722_i522	NA	NA
SLX_17312_i723_i513	NA	NA
SLX_17312_i723_i515	NA	NA
SLX_17312_i723_i516	NA	NA
SLX_17312_i723_i517	NA	NA
SLX_17312_i723_i518	NA	NA
SLX_17312_i723_i520	NA	NA
SLX_17312_i723_i521	NA	NA
SLX_17312_i723_i522	NA	NA
SLX_17312_i724_i513	NA	NA
SLX_17312_i724_i515	NA	NA
SLX_17312_i724_i517	NA	NA
SLX_17312_i724_i520	NA	NA
SLX_17312_i724_i521	NA	NA
SLX_17312_i724_i522	NA	NA
SLX_17312_i726_i513	NA	NA
SLX_17312_i726_i518	NA	NA
SLX_17312_i726_i520	NA	NA
SLX_17312_i726_i521	NA	NA
SLX_17312_i726_i522	NA	NA
SLX_17312_i727_i513	NA	NA
SLX_17312_i727_i515	NA	NA
SLX_17312_i727_i516	NA	NA
SLX_17312_i727_i518	NA	NA
SLX_17312_i727_i520	NA	NA
SLX_17312_i727_i521	NA	NA
SLX_17312_i727_i522	NA	NA
SLX_17312_i728_i515	NA	NA
SLX_17312_i728_i517	NA	NA
SLX_17312_i728_i518	NA	NA
SLX_17312_i728_i520	NA	NA
SLX_17312_i728_i521	NA	NA
SLX_17312_i729_i513	NA	NA
SLX_17312_i729_i515	NA	NA
SLX_17312_i729_i516	NA	NA
SLX_17312_i729_i517	NA	NA
SLX_17312_i729_i518	NA	NA
SLX_17312_i729_i520	NA	NA
SLX_17313_i701_i503	NA	NA
SLX_17313_i701_i505	NA	NA
SLX_17313_i701_i506	NA	NA
SLX_17313_i701_i508	NA	NA
SLX_17313_i701_i510	NA	NA
SLX_17313_i701_i511	NA	NA
SLX_17313_i702_i502	NA	NA
SLX_17313_i702_i503	NA	NA
SLX_17313_i702_i505	NA	NA
SLX_17313_i702_i506	NA	NA
SLX_17313_i702_i507	NA	NA
SLX_17313_i702_i510	NA	NA
SLX_17313_i702_i511	NA	NA
SLX_17313_i703_i502	NA	NA
SLX_17313_i703_i503	NA	NA
SLX_17313_i703_i505	NA	NA
SLX_17313_i703_i506	NA	NA
SLX_17313_i703_i508	NA	NA
SLX_17313_i703_i510	NA	NA
SLX_17313_i703_i511	NA	NA
SLX_17313_i704_i503	NA	NA
SLX_17313_i704_i505	NA	NA
SLX_17313_i704_i506	NA	NA
SLX_17313_i704_i507	NA	NA
SLX_17313_i704_i510	NA	NA
SLX_17313_i705_i502	NA	NA
SLX_17313_i705_i503	NA	NA
SLX_17313_i705_i506	NA	NA
SLX_17313_i705_i507	NA	NA
SLX_17313_i705_i510	NA	NA
SLX_17313_i706_i502	NA	NA
SLX_17313_i706_i503	NA	NA
SLX_17313_i706_i505	NA	NA
SLX_17313_i706_i507	NA	NA
SLX_17313_i706_i508	NA	NA
SLX_17313_i706_i510	NA	NA
SLX_17313_i706_i511	NA	NA
SLX_17313_i707_i502	NA	NA
SLX_17313_i707_i503	NA	NA
SLX_17313_i707_i505	NA	NA
SLX_17313_i707_i506	NA	NA
SLX_17313_i707_i507	NA	NA
SLX_17313_i707_i508	NA	NA
SLX_17313_i707_i511	NA	NA
SLX_17313_i710_i503	NA	NA
SLX_17313_i710_i505	NA	NA
SLX_17313_i710_i507	NA	NA
SLX_17313_i710_i510	NA	NA
SLX_17313_i710_i511	NA	NA
SLX_17313_i711_i502	NA	NA
SLX_17313_i711_i503	NA	NA
SLX_17313_i711_i505	NA	NA
SLX_17313_i711_i506	NA	NA
SLX_17313_i711_i507	NA	NA
SLX_17313_i711_i510	NA	NA
SLX_17313_i712_i502	NA	NA
SLX_17313_i712_i503	NA	NA
SLX_17313_i712_i505	NA	NA
SLX_17313_i712_i506	NA	NA
SLX_17313_i712_i507	NA	NA
SLX_17313_i712_i508	NA	NA
SLX_17313_i712_i511	NA	NA
SLX_17313_i714_i505	NA	NA
SLX_17313_i714_i506	NA	NA
SLX_17313_i714_i507	NA	NA
SLX_17313_i714_i510	NA	NA
SLX_17313_i714_i511	NA	NA
SLX_17313_i715_i502	NA	NA
SLX_17313_i715_i503	NA	NA
SLX_17313_i715_i505	NA	NA
SLX_17313_i715_i507	NA	NA
SLX_17313_i715_i508	NA	NA
SLX_17313_i715_i510	NA	NA
SLX_17313_i715_i511	NA	NA
SLX_17313_i716_i513	NA	NA
SLX_17313_i716_i515	NA	NA
SLX_17313_i716_i517	NA	NA
SLX_17313_i716_i518	NA	NA
SLX_17313_i716_i520	NA	NA
SLX_17313_i716_i521	NA	NA
SLX_17313_i716_i522	NA	NA
SLX_17313_i718_i513	NA	NA
SLX_17313_i718_i515	NA	NA
SLX_17313_i718_i516	NA	NA
SLX_17313_i718_i517	NA	NA
SLX_17313_i718_i518	NA	NA
SLX_17313_i718_i521	NA	NA
SLX_17313_i718_i522	NA	NA
SLX_17313_i719_i515	NA	NA
SLX_17313_i719_i516	NA	NA
SLX_17313_i719_i517	NA	NA
SLX_17313_i719_i520	NA	NA
SLX_17313_i719_i521	NA	NA
SLX_17313_i719_i522	NA	NA
SLX_17313_i720_i516	NA	NA
SLX_17313_i720_i517	NA	NA
SLX_17313_i720_i518	NA	NA
SLX_17313_i721_i513	NA	NA
SLX_17313_i721_i515	NA	NA
SLX_17313_i721_i516	NA	NA
SLX_17313_i721_i517	NA	NA
SLX_17313_i721_i520	NA	NA
SLX_17313_i722_i513	NA	NA
SLX_17313_i722_i515	NA	NA
SLX_17313_i722_i517	NA	NA
SLX_17313_i722_i518	NA	NA
SLX_17313_i722_i520	NA	NA
SLX_17313_i722_i521	NA	NA
SLX_17313_i722_i522	NA	NA
SLX_17313_i723_i513	NA	NA
SLX_17313_i723_i515	NA	NA
SLX_17313_i723_i517	NA	NA
SLX_17313_i723_i518	NA	NA
SLX_17313_i723_i520	NA	NA
SLX_17313_i723_i521	NA	NA
SLX_17313_i723_i522	NA	NA
SLX_17313_i724_i515	NA	NA
SLX_17313_i724_i516	NA	NA
SLX_17313_i724_i517	NA	NA
SLX_17313_i724_i518	NA	NA
SLX_17313_i724_i520	NA	NA
SLX_17313_i724_i521	NA	NA
SLX_17313_i726_i513	NA	NA
SLX_17313_i726_i515	NA	NA
SLX_17313_i726_i516	NA	NA
SLX_17313_i726_i517	NA	NA
SLX_17313_i726_i518	NA	NA
SLX_17313_i726_i520	NA	NA
SLX_17313_i726_i521	NA	NA
SLX_17313_i726_i522	NA	NA
SLX_17313_i727_i513	NA	NA
SLX_17313_i727_i517	NA	NA
SLX_17313_i727_i518	NA	NA
SLX_17313_i727_i522	NA	NA
SLX_17313_i728_i513	NA	NA
SLX_17313_i728_i515	NA	NA
SLX_17313_i728_i516	NA	NA
SLX_17313_i728_i518	NA	NA
SLX_17313_i728_i520	NA	NA
SLX_17313_i728_i521	NA	NA
SLX_17313_i728_i522	NA	NA
SLX_17313_i729_i513	NA	NA
SLX_17313_i729_i515	NA	NA
SLX_17313_i729_i516	NA	NA
SLX_17313_i729_i517	NA	NA
SLX_17313_i729_i518	NA	NA
SLX_17313_i729_i521	NA	NA
