GeneID,BC1,BC2,BC3,,,,,
AT3G45446,0.0 ,0.0 ,0.0 ,,,,,
AT3G45450,0.0 ,0.0 ,0.0 ,,,,,
AT3G45460,0.0 ,0.0 ,0.0 ,,,,,
AT3G45470,0.0 ,0.0 ,0.0 ,,,,,
AT3G45480,0.0 ,0.0 ,0.0 ,,,,,
AT3G45490,0.0 ,0.0 ,0.0 ,,,,,
AT3G45500,0.0 ,0.0 ,0.0 ,,,,,
AT3G45510,0.0 ,0.0 ,0.0 ,,,,,
AT3G45520,0.0 ,0.0 ,0.0 ,,,,,
AT3G45525,0.0 ,0.0 ,0.0 ,,,,,
AT3G45530,0.0 ,0.0 ,0.0 ,,,,,
AT3G45540,0.0 ,0.0 ,0.0 ,,,,,
AT3G45550,0.0 ,0.0 ,0.0 ,,,,,
AT3G45555,0.0 ,0.0 ,0.0 ,,,,,
AT3G45560,0.0 ,0.0 ,0.0 ,,,,,
AT3G45570,0.0 ,0.0 ,0.0 ,,,,,
AT3G45577,0.0 ,0.0 ,0.0 ,,,,,
AT3G45580,0.0 ,0.0 ,0.0 ,,,,,
AT3G45590,14.7 ,16.9 ,19.3 ,,,,,
AT3G45600,0.0 ,0.0 ,0.0 ,,,,,
AT3G45610,0.0 ,0.0 ,0.0 ,,,,,
AT3G45620,8.2 ,15.5 ,8.2 ,,,,,
AT3G45630,21.4 ,17.1 ,21.8 ,,,,,
AT3G45638,0.0 ,0.0 ,0.0 ,,,,,
AT3G45640,32.3 ,27.9 ,32.2 ,,,,,
AT3G45650,3.7 ,4.3 ,4.0 ,,,,,
AT3G45660,0.0 ,0.0 ,0.0 ,,,,,
AT3G45670,0.0 ,0.0 ,0.0 ,,,,,
AT3G45673,0.0 ,0.0 ,0.0 ,,,,,
AT3G45680,0.0 ,0.0 ,0.0 ,,,,,
AT3G45690,0.0 ,0.0 ,0.0 ,,,,,
AT3G45700,0.0 ,0.0 ,0.0 ,,,,,
AT3G45710,0.0 ,0.0 ,0.0 ,,,,,
AT3G45720,0.0 ,0.0 ,0.0 ,,,,,
AT3G45730,37.3 ,63.5 ,40.2 ,,,,,
AT3G45740,32.0 ,38.9 ,38.3 ,,,,,
AT3G45750,14.1 ,12.8 ,13.3 ,,,,,
AT3G45755,0.0 ,0.0 ,0.0 ,,,,,
AT3G45760,0.0 ,0.0 ,0.0 ,,,,,
AT3G45770,78.0 ,66.1 ,70.9 ,,,,,
AT3G45775,0.0 ,0.0 ,0.0 ,,,,,
AT3G45780,0.0 ,0.0 ,0.0 ,,,,,
AT3G45790,0.0 ,0.0 ,0.0 ,,,,,
AT3G45800,0.0 ,0.0 ,0.0 ,,,,,
AT3G45810,0.0 ,0.0 ,0.0 ,,,,,
AT3G45820,0.0 ,0.0 ,0.0 ,,,,,
AT3G45830,0.0 ,0.0 ,0.1 ,,,,,
AT3G45840,0.0 ,0.0 ,0.0 ,,,,,
AT3G45850,10.1 ,8.0 ,12.8 ,,,,,
AT3G45851,0.0 ,0.0 ,0.0 ,,,,,
AT3G45860,0.0 ,0.0 ,0.0 ,,,,,
AT3G45870,0.0 ,0.0 ,0.0 ,,,,,
AT3G45880,0.0 ,0.0 ,0.0 ,,,,,
AT3G45890,8.9 ,8.9 ,11.2 ,,,,,
AT3G45900,0.0 ,0.0 ,0.1 ,,,,,
AT3G45910,0.0 ,0.0 ,0.0 ,,,,,
AT3G45920,0.0 ,0.0 ,0.0 ,,,,,
AT3G45930,63.4 ,75.1 ,84.2 ,,,,,
AT3G45935,0.0 ,0.0 ,0.0 ,,,,,
AT3G45940,0.0 ,0.0 ,0.0 ,,,,,
AT3G45950,0.0 ,0.0 ,0.0 ,,,,,
AT3G45955,0.0 ,0.0 ,0.0 ,,,,,
AT3G45960,21.1 ,17.6 ,27.7 ,,,,,
AT3G45965,0.0 ,0.0 ,0.0 ,,,,,
AT3G45970,0.0 ,0.7 ,0.0 ,,,,,
AT3G45980,136.3 ,122.2 ,148.3 ,,,,,
AT3G45990,0.0 ,0.0 ,0.0 ,,,,,
AT3G46000,47.5 ,47.4 ,57.6 ,,,,,
AT3G46010,228.7 ,204.2 ,243.3 ,,,,,
AT3G46020,7.8 ,4.8 ,8.0 ,,,,,
AT3G46030,279.2 ,277.8 ,304.6 ,,,,,
AT3G46040,330.3 ,314.7 ,381.9 ,,,,,
AT3G46050,0.0 ,0.0 ,0.0 ,,,,,
AT3G46060,207.2 ,211.0 ,194.2 ,,,,,
AT3G46070,0.0 ,0.0 ,0.0 ,,,,,
AT3G46080,0.2 ,0.5 ,15.3 ,,,,,
AT3G46086,0.0 ,0.0 ,0.0 ,,,,,
AT3G46090,0.0 ,0.0 ,0.0 ,,,,,
AT3G46100,41.8 ,43.1 ,42.3 ,,,,,
AT3G46110,15.5 ,13.5 ,14.7 ,,,,,
AT3G46120,0.0 ,0.0 ,0.0 ,,,,,
AT3G46130,0.0 ,0.0 ,0.0 ,,,,,
AT3G46140,0.0 ,0.0 ,0.0 ,,,,,
AT3G46150,0.0 ,0.0 ,0.0 ,,,,,
AT3G46160,0.0 ,0.0 ,2.4 ,,,,,
AT3G46170,0.0 ,0.0 ,0.0 ,,,,,
AT3G46180,7.7 ,14.5 ,8.1 ,,,,,
AT3G46183,0.0 ,0.0 ,0.0 ,,,,,
AT3G46190,0.0 ,0.0 ,0.0 ,,,,,
AT3G46200,25.2 ,33.9 ,26.6 ,,,,,
AT3G46206,0.0 ,0.0 ,0.0 ,,,,,
AT3G46210,158.9 ,153.9 ,159.2 ,,,,,
AT3G46220,2.1 ,2.5 ,3.4 ,,,,,
AT3G46230,98.1 ,179.7 ,133.7 ,,,,,
AT3G46240,0.0 ,0.0 ,0.0 ,,,,,
AT3G46260,0.0 ,0.0 ,0.0 ,,,,,
AT3G46270,0.0 ,0.0 ,0.0 ,,,,,
AT3G46280,0.0 ,0.0 ,0.0 ,,,,,
AT3G46290,0.6 ,0.3 ,0.4 ,,,,,
AT3G46300,0.0 ,0.0 ,0.0 ,,,,,
AT3G46310,0.0 ,0.0 ,0.0 ,,,,,
AT3G46320,43.1 ,65.1 ,56.8 ,,,,,
AT3G46330,0.0 ,0.0 ,0.0 ,,,,,
AT3G46340,0.0 ,0.0 ,0.0 ,,,,,
AT3G46345,0.0 ,0.0 ,0.0 ,,,,,
AT3G46350,0.0 ,0.0 ,0.0 ,,,,,
AT3G46360,0.0 ,0.0 ,0.0 ,,,,,
AT3G46370,0.0 ,0.0 ,0.0 ,,,,,
AT3G46375,0.0 ,0.0 ,0.0 ,,,,,
AT3G46380,0.0 ,0.0 ,0.0 ,,,,,
AT3G46382,0.0 ,0.0 ,0.0 ,,,,,
AT3G46387,0.0 ,0.0 ,0.0 ,,,,,
AT3G46390,0.0 ,0.0 ,0.0 ,,,,,
AT3G46400,0.0 ,0.0 ,0.0 ,,,,,
AT3G46410,0.0 ,0.0 ,0.0 ,,,,,
AT3G46420,0.0 ,0.0 ,0.0 ,,,,,
AT3G46430,334.3 ,332.0 ,348.5 ,,,,,
AT3G46440,142.1 ,160.2 ,135.1 ,,,,,
AT3G46450,14.3 ,16.8 ,16.5 ,,,,,
AT3G46460,4.9 ,4.0 ,7.8 ,,,,,
AT3G46470,0.0 ,0.0 ,0.0 ,,,,,
AT3G46480,0.0 ,0.0 ,0.0 ,,,,,
AT3G46484,0.0 ,0.0 ,0.0 ,,,,,
AT3G46487,0.0 ,0.0 ,0.0 ,,,,,
AT3G46490,0.0 ,0.0 ,0.0 ,,,,,
AT3G46500,0.0 ,0.0 ,0.0 ,,,,,
AT3G46510,6.8 ,7.4 ,7.0 ,,,,,
AT3G46520,0.0 ,0.0 ,0.0 ,,,,,
AT3G46530,0.0 ,0.0 ,0.0 ,,,,,
AT3G46540,0.0 ,0.0 ,0.0 ,,,,,
AT3G46550,47.6 ,45.0 ,38.0 ,,,,,
AT3G46560,173.5 ,176.2 ,203.1 ,,,,,
AT3G46570,0.0 ,0.0 ,0.0 ,,,,,
AT3G46580,11.3 ,11.0 ,13.7 ,,,,,
AT3G46585,0.0 ,0.0 ,0.0 ,,,,,
AT3G46590,46.5 ,50.5 ,47.6 ,,,,,
AT3G46600,0.5 ,0.3 ,5.7 ,,,,,
AT3G46610,0.0 ,0.5 ,2.0 ,,,,,
AT3G46613,0.0 ,0.0 ,0.0 ,,,,,
AT3G46614,0.0 ,0.0 ,0.0 ,,,,,
AT3G46616,0.0 ,0.0 ,0.0 ,,,,,
AT3G46620,32.4 ,26.4 ,33.9 ,,,,,
AT3G46630,0.1 ,0.0 ,3.5 ,,,,,
AT3G46640,21.7 ,19.3 ,24.4 ,,,,,
AT3G46650,0.0 ,0.0 ,0.0 ,,,,,
AT3G46658,0.0 ,0.0 ,0.0 ,,,,,
AT3G46660,0.0 ,0.0 ,0.0 ,,,,,
AT3G46666,0.0 ,0.0 ,0.0 ,,,,,
AT3G46668,1.4 ,9.1 ,4.9 ,,,,,
AT3G46670,0.0 ,0.0 ,0.0 ,,,,,
AT3G46680,0.0 ,0.0 ,0.0 ,,,,,
AT3G46690,0.0 ,0.0 ,0.0 ,,,,,
AT3G46700,0.0 ,0.0 ,0.0 ,,,,,
AT3G46710,0.0 ,0.0 ,0.0 ,,,,,
AT3G46720,0.0 ,0.0 ,0.0 ,,,,,
AT3G46730,0.0 ,0.0 ,0.0 ,,,,,
AT3G46740,19.9 ,20.3 ,20.3 ,,,,,
AT3G46750,0.0 ,0.0 ,0.0 ,,,,,
AT3G46760,0.0 ,0.0 ,0.0 ,,,,,
AT3G46770,0.0 ,0.0 ,0.0 ,,,,,
AT3G46780,0.0 ,0.0 ,0.0 ,,,,,
AT3G46790,0.0 ,0.0 ,3.5 ,,,,,
AT3G46800,0.0 ,0.0 ,0.0 ,,,,,
AT3G46810,0.0 ,0.0 ,0.0 ,,,,,
AT3G46820,13.4 ,11.4 ,11.9 ,,,,,
AT3G46830,47.4 ,44.8 ,50.4 ,,,,,
AT3G46840,0.0 ,0.0 ,0.0 ,,,,,
AT3G46850,0.0 ,0.0 ,0.0 ,,,,,
AT3G46860,0.0 ,0.0 ,0.0 ,,,,,
AT3G46870,8.1 ,28.3 ,13.5 ,,,,,
AT3G46875,0.0 ,0.0 ,0.0 ,,,,,
AT3G46880,0.0 ,0.0 ,0.0 ,,,,,
AT3G46890,0.0 ,0.0 ,0.0 ,,,,,
AT3G46900,158.7 ,169.1 ,132.9 ,,,,,
AT3G46901,0.0 ,0.0 ,0.0 ,,,,,
AT3G46904,0.0 ,0.0 ,0.0 ,,,,,
AT3G46910,0.0 ,0.0 ,0.0 ,,,,,
AT3G46920,0.2 ,0.6 ,3.1 ,,,,,
AT3G46930,0.1 ,0.1 ,0.0 ,,,,,
AT3G46940,121.2 ,123.7 ,118.5 ,,,,,
AT3G46950,15.0 ,11.6 ,18.1 ,,,,,
AT3G46960,10.7 ,13.1 ,10.7 ,,,,,
AT3G46970,8.9 ,9.5 ,7.8 ,,,,,
AT3G46980,29.1 ,32.0 ,24.2 ,,,,,
AT3G46990,39.1 ,31.7 ,34.0 ,,,,,
AT3G47000,0.5 ,5.2 ,3.6 ,,,,,
AT3G47010,16.6 ,14.0 ,13.7 ,,,,,
AT3G47020,0.0 ,0.0 ,0.0 ,,,,,
AT3G47030,0.0 ,0.0 ,0.0 ,,,,,
AT3G47040,31.7 ,26.9 ,29.6 ,,,,,
AT3G47050,0.0 ,0.0 ,0.0 ,,,,,
AT3G47060,9.5 ,9.7 ,10.5 ,,,,,
AT3G47070,0.0 ,0.0 ,0.2 ,,,,,
AT3G47080,6.9 ,5.2 ,8.7 ,,,,,
AT3G47090,0.0 ,0.0 ,0.0 ,,,,,
AT3G47100,0.0 ,0.0 ,0.0 ,,,,,
AT3G47110,0.0 ,0.0 ,0.0 ,,,,,
AT3G47120,21.0 ,38.6 ,22.0 ,,,,,
AT3G47130,9.1 ,7.4 ,9.6 ,,,,,
AT3G47140,0.0 ,0.0 ,0.0 ,,,,,
AT3G47150,0.0 ,0.0 ,0.0 ,,,,,
AT3G47160,5.5 ,10.7 ,8.2 ,,,,,
AT3G47165,0.0 ,0.0 ,0.0 ,,,,,
AT3G47170,0.0 ,0.0 ,0.0 ,,,,,
AT3G47180,0.0 ,0.0 ,0.0 ,,,,,
AT3G47190,0.0 ,0.0 ,0.0 ,,,,,
AT3G47200,0.0 ,0.0 ,0.0 ,,,,,
AT3G47210,0.0 ,0.0 ,0.0 ,,,,,
AT3G47220,0.0 ,0.0 ,0.0 ,,,,,
AT3G47230,0.0 ,0.0 ,0.0 ,,,,,
AT3G47240,0.0 ,0.0 ,0.0 ,,,,,
AT3G47250,0.0 ,0.0 ,0.0 ,,,,,
AT3G47260,0.0 ,0.0 ,0.0 ,,,,,
AT3G47270,0.0 ,0.0 ,0.0 ,,,,,
AT3G47280,0.0 ,0.0 ,0.0 ,,,,,
AT3G47290,0.0 ,0.0 ,0.0 ,,,,,
AT3G47295,1.5 ,1.2 ,2.7 ,,,,,
AT3G47300,12.7 ,22.5 ,16.7 ,,,,,
AT3G47310,0.0 ,0.0 ,0.0 ,,,,,
AT3G47320,0.0 ,0.0 ,0.0 ,,,,,
AT3G47330,0.0 ,0.0 ,0.0 ,,,,,
AT3G47340,10.5 ,8.4 ,8.1 ,,,,,
AT3G47341,0.0 ,0.0 ,0.0 ,,,,,
AT3G47342,0.0 ,0.0 ,0.0 ,,,,,
AT3G47347,0.0 ,0.0 ,0.0 ,,,,,
AT3G47348,0.0 ,0.0 ,0.0 ,,,,,
AT3G47350,0.3 ,0.4 ,0.7 ,,,,,
AT3G47360,0.0 ,0.0 ,0.0 ,,,,,
AT3G47370,620.3 ,621.3 ,656.3 ,,,,,
AT3G47380,0.0 ,0.0 ,0.0 ,,,,,
AT3G47390,33.9 ,29.1 ,29.7 ,,,,,
AT3G47400,0.0 ,0.0 ,0.0 ,,,,,
AT3G47410,0.0 ,0.0 ,0.0 ,,,,,
AT3G47420,0.1 ,0.0 ,0.0 ,,,,,
AT3G47430,0.0 ,0.0 ,0.0 ,,,,,
AT3G47440,0.0 ,0.0 ,2.4 ,,,,,
AT3G47450,1.1 ,7.8 ,0.9 ,,,,,
AT3G47460,23.4 ,23.2 ,23.4 ,,,,,
AT3G47470,7.7 ,5.1 ,4.2 ,,,,,
AT3G47480,0.0 ,0.0 ,0.0 ,,,,,
AT3G47490,37.8 ,29.0 ,30.1 ,,,,,
AT3G47500,8.4 ,14.3 ,9.0 ,,,,,
AT3G47510,0.0 ,0.0 ,0.0 ,,,,,
AT3G47520,143.7 ,135.4 ,145.1 ,,,,,
AT3G47530,1.6 ,1.2 ,1.6 ,,,,,
AT3G47540,0.0 ,0.0 ,0.0 ,,,,,
AT3G47543,0.0 ,0.0 ,0.0 ,,,,,
AT3G47550,34.2 ,33.7 ,35.1 ,,,,,
AT3G47560,0.0 ,0.0 ,0.0 ,,,,,
AT3G47570,0.0 ,0.0 ,0.0 ,,,,,
AT3G47580,0.0 ,0.0 ,0.0 ,,,,,
AT3G47590,0.0 ,0.1 ,0.0 ,,,,,
AT3G47600,0.0 ,0.6 ,0.0 ,,,,,
AT3G47610,57.2 ,52.6 ,53.9 ,,,,,
AT3G47620,0.0 ,0.0 ,0.0 ,,,,,
AT3G47630,50.0 ,54.1 ,47.6 ,,,,,
AT3G47640,6.6 ,32.4 ,8.5 ,,,,,
AT3G47650,0.5 ,0.7 ,0.6 ,,,,,
AT3G47660,0.0 ,0.0 ,0.0 ,,,,,
AT3G47670,18.0 ,16.3 ,22.4 ,,,,,
AT3G47675,1.1 ,2.3 ,5.0 ,,,,,
AT3G47680,42.3 ,36.9 ,38.8 ,,,,,
AT3G47690,39.6 ,37.6 ,43.2 ,,,,,
AT3G47700,8.8 ,8.0 ,14.9 ,,,,,
AT3G47710,0.0 ,0.0 ,0.0 ,,,,,
AT3G47720,0.0 ,0.0 ,0.0 ,,,,,
AT3G47730,31.5 ,26.8 ,30.1 ,,,,,
AT3G47740,0.0 ,0.0 ,0.0 ,,,,,
AT3G47750,0.0 ,0.0 ,0.0 ,,,,,
AT3G47760,0.0 ,0.0 ,0.0 ,,,,,
AT3G47770,0.0 ,0.0 ,0.0 ,,,,,
AT3G47780,4.2 ,4.4 ,6.2 ,,,,,
AT3G47790,0.0 ,0.0 ,0.0 ,,,,,
AT3G47800,319.3 ,266.4 ,292.7 ,,,,,
AT3G47810,102.5 ,118.7 ,87.7 ,,,,,
AT3G47820,0.0 ,0.0 ,0.0 ,,,,,
AT3G47830,23.5 ,21.1 ,26.5 ,,,,,
AT3G47833,38.2 ,39.0 ,38.2 ,,,,,
AT3G47836,38.3 ,39.6 ,41.7 ,,,,,
AT3G47840,9.5 ,7.7 ,8.3 ,,,,,
AT3G47850,15.1 ,21.1 ,19.8 ,,,,,
AT3G47860,0.0 ,0.0 ,0.0 ,,,,,
AT3G47870,0.0 ,0.0 ,0.0 ,,,,,
AT3G47875,0.0 ,0.0 ,0.0 ,,,,,
AT3G47890,13.6 ,13.0 ,12.6 ,,,,,
AT3G47910,6.3 ,5.2 ,6.7 ,,,,,
AT3G47920,0.0 ,0.0 ,0.0 ,,,,,
AT3G47930,32.8 ,32.6 ,29.9 ,,,,,
AT3G47940,9.2 ,7.5 ,11.9 ,,,,,
AT3G47950,0.0 ,0.0 ,2.0 ,,,,,
AT3G47960,0.0 ,0.0 ,2.0 ,,,,,
AT3G47965,4.6 ,3.0 ,5.1 ,,,,,
AT3G47980,0.0 ,0.0 ,0.0 ,,,,,
AT3G47990,29.7 ,28.9 ,28.9 ,,,,,
AT3G48000,103.0 ,112.7 ,93.4 ,,,,,
AT3G48010,0.0 ,1.3 ,0.0 ,,,,,
AT3G48020,0.5 ,0.3 ,0.2 ,,,,,
AT3G48030,2.6 ,1.9 ,1.5 ,,,,,
AT3G48040,9.6 ,9.6 ,9.3 ,,,,,
AT3G48050,13.1 ,10.5 ,12.3 ,,,,,
AT3G48057,0.0 ,0.0 ,0.0 ,,,,,
AT3G48060,6.4 ,5.2 ,5.7 ,,,,,
AT3G48070,25.8 ,31.8 ,31.6 ,,,,,
AT3G48080,0.0 ,0.0 ,0.0 ,,,,,
AT3G48090,0.0 ,0.0 ,0.0 ,,,,,
AT3G48100,0.0 ,0.0 ,0.0 ,,,,,
AT3G48110,9.8 ,11.9 ,10.0 ,,,,,
AT3G48115,17.2 ,12.6 ,14.7 ,,,,,
AT3G48120,0.3 ,1.9 ,1.0 ,,,,,
AT3G48131,0.0 ,0.0 ,0.0 ,,,,,
AT3G48140,175.7 ,174.9 ,182.8 ,,,,,
AT3G48150,18.2 ,20.9 ,18.7 ,,,,,
AT3G48160,28.8 ,27.0 ,32.8 ,,,,,
AT3G48170,43.2 ,33.7 ,43.5 ,,,,,
AT3G48180,0.0 ,0.0 ,0.0 ,,,,,
AT3G48185,0.0 ,0.0 ,0.0 ,,,,,
AT3G48190,3.4 ,3.8 ,3.5 ,,,,,
AT3G48195,16.2 ,13.9 ,15.2 ,,,,,
AT3G48200,0.0 ,0.0 ,0.0 ,,,,,
AT3G48201,0.0 ,0.0 ,0.0 ,,,,,
AT3G48205,0.0 ,0.0 ,0.0 ,,,,,
AT3G48208,0.0 ,0.0 ,0.0 ,,,,,
AT3G48209,0.0 ,0.0 ,0.0 ,,,,,
AT3G48210,88.3 ,75.6 ,87.4 ,,,,,
AT3G48220,0.0 ,0.0 ,0.0 ,,,,,
AT3G48230,0.0 ,0.0 ,0.0 ,,,,,
AT3G48231,3.9 ,2.0 ,3.2 ,,,,,
AT3G48235,0.0 ,0.0 ,0.0 ,,,,,
AT3G48237,0.0 ,0.0 ,0.0 ,,,,,
AT3G48240,0.4 ,8.5 ,8.0 ,,,,,
AT3G48250,9.6 ,8.2 ,14.8 ,,,,,
AT3G48260,0.0 ,0.0 ,0.0 ,,,,,
AT3G48270,0.0 ,0.0 ,0.0 ,,,,,
AT3G48275,0.0 ,0.0 ,0.0 ,,,,,
AT3G48280,0.0 ,0.0 ,0.0 ,,,,,
AT3G48290,0.0 ,0.0 ,0.0 ,,,,,
AT3G48298,0.0 ,0.0 ,0.0 ,,,,,
AT3G48300,0.0 ,0.0 ,0.0 ,,,,,
AT3G48310,0.0 ,0.0 ,0.0 ,,,,,
AT3G48320,0.0 ,0.0 ,1.0 ,,,,,
AT3G48330,23.0 ,18.9 ,27.8 ,,,,,
AT3G48340,0.0 ,0.0 ,0.0 ,,,,,
AT3G48344,0.0 ,1.1 ,0.0 ,,,,,
AT3G48346,0.0 ,0.0 ,0.0 ,,,,,
AT3G48350,0.0 ,0.0 ,0.0 ,,,,,
AT3G48360,0.0 ,0.0 ,0.0 ,,,,,
AT3G48370,0.0 ,0.0 ,0.0 ,,,,,
AT3G48380,37.8 ,36.7 ,34.0 ,,,,,
AT3G48390,12.4 ,10.8 ,13.2 ,,,,,
AT3G48400,0.0 ,0.0 ,0.0 ,,,,,
AT3G48410,16.9 ,14.4 ,16.7 ,,,,,
AT3G48420,5.3 ,3.3 ,5.3 ,,,,,
AT3G48425,38.6 ,34.3 ,35.4 ,,,,,
AT3G48430,9.3 ,9.3 ,8.4 ,,,,,
AT3G48440,29.0 ,29.0 ,27.0 ,,,,,
AT3G48450,0.0 ,0.0 ,0.0 ,,,,,
AT3G48460,81.1 ,71.2 ,80.3 ,,,,,
AT3G48470,8.2 ,6.8 ,6.2 ,,,,,
AT3G48480,11.4 ,9.3 ,10.1 ,,,,,
AT3G48490,15.2 ,16.2 ,19.8 ,,,,,
AT3G48500,1.1 ,3.6 ,1.2 ,,,,,
AT3G48510,0.0 ,0.0 ,0.0 ,,,,,
AT3G48515,0.0 ,0.0 ,0.0 ,,,,,
AT3G48520,0.0 ,0.0 ,0.0 ,,,,,
AT3G48523,0.0 ,0.0 ,0.0 ,,,,,
AT3G48526,0.0 ,0.0 ,0.0 ,,,,,
AT3G48530,22.2 ,17.8 ,23.9 ,,,,,
AT3G48540,6.8 ,7.4 ,7.2 ,,,,,
AT3G48550,0.0 ,0.0 ,0.0 ,,,,,
AT3G48560,132.9 ,129.4 ,112.1 ,,,,,
AT3G48570,16.7 ,20.7 ,20.8 ,,,,,
AT3G48580,0.0 ,6.5 ,0.0 ,,,,,
AT3G48590,12.7 ,10.7 ,9.7 ,,,,,
AT3G48600,22.0 ,23.8 ,33.3 ,,,,,
AT3G48610,0.0 ,0.0 ,0.0 ,,,,,
AT3G48620,0.0 ,0.0 ,0.0 ,,,,,
AT3G48630,0.0 ,0.0 ,0.0 ,,,,,
AT3G48640,0.0 ,0.0 ,0.0 ,,,,,
AT3G48660,6.0 ,3.9 ,6.5 ,,,,,
AT3G48670,155.5 ,145.4 ,156.9 ,,,,,
AT3G48675,0.0 ,0.0 ,0.0 ,,,,,
AT3G48680,192.8 ,183.7 ,198.0 ,,,,,
AT3G48690,8.7 ,9.3 ,9.0 ,,,,,
AT3G48700,0.0 ,0.0 ,0.0 ,,,,,
AT3G48710,53.4 ,48.9 ,60.7 ,,,,,
AT3G48720,0.0 ,0.0 ,0.0 ,,,,,
AT3G48730,37.7 ,32.4 ,36.5 ,,,,,
AT3G48740,0.0 ,0.0 ,0.0 ,,,,,
AT3G48745,0.0 ,0.0 ,0.0 ,,,,,
AT3G48750,104.6 ,91.3 ,101.4 ,,,,,
AT3G48760,1.7 ,2.0 ,5.4 ,,,,,
AT3G48770,54.3 ,48.4 ,53.9 ,,,,,
AT3G48780,17.2 ,20.2 ,19.4 ,,,,,
AT3G48790,0.2 ,0.2 ,0.2 ,,,,,
AT3G48800,31.6 ,26.3 ,33.7 ,,,,,
AT3G48810,0.0 ,0.6 ,0.2 ,,,,,
AT3G48820,22.7 ,29.9 ,28.9 ,,,,,
AT3G48830,4.3 ,3.9 ,3.8 ,,,,,
AT3G48840,0.0 ,0.0 ,0.0 ,,,,,
AT3G48850,0.0 ,0.0 ,0.0 ,,,,,
AT3G48860,46.2 ,40.3 ,39.3 ,,,,,
AT3G48870,88.3 ,92.6 ,82.4 ,,,,,
AT3G48880,31.7 ,26.7 ,36.8 ,,,,,
AT3G48890,66.0 ,57.4 ,74.5 ,,,,,
AT3G48900,18.0 ,18.9 ,19.3 ,,,,,
AT3G48920,0.0 ,0.0 ,0.0 ,,,,,
AT3G48930,904.8 ,933.0 ,1063.0 ,,,,,
AT3G48940,0.0 ,0.0 ,0.0 ,,,,,
AT3G48950,0.0 ,0.0 ,0.0 ,,,,,
AT3G48960,0.0 ,0.0 ,0.0 ,,,,,
AT3G48970,0.0 ,0.0 ,0.0 ,,,,,
AT3G48980,7.8 ,5.1 ,9.5 ,,,,,
AT3G48990,38.0 ,38.1 ,33.1 ,,,,,
AT3G49000,31.0 ,31.4 ,25.6 ,,,,,
AT3G49010,1067.7 ,1069.7 ,990.3 ,,,,,
AT3G49020,20.2 ,19.2 ,21.6 ,,,,,
AT3G49030,0.0 ,0.0 ,0.0 ,,,,,
AT3G49040,0.0 ,0.0 ,0.0 ,,,,,
AT3G49050,0.0 ,0.0 ,0.0 ,,,,,
AT3G49051,0.0 ,0.0 ,0.0 ,,,,,
AT3G49055,0.0 ,0.0 ,0.0 ,,,,,
AT3G49060,1.3 ,1.0 ,1.7 ,,,,,
AT3G49070,0.0 ,0.0 ,0.0 ,,,,,
AT3G49080,67.2 ,69.9 ,67.0 ,,,,,
AT3G49100,74.6 ,73.5 ,70.4 ,,,,,
AT3G49110,0.0 ,0.0 ,0.0 ,,,,,
AT3G49115,0.0 ,0.0 ,0.0 ,,,,,
AT3G49120,0.0 ,0.0 ,0.0 ,,,,,
AT3G49130,0.0 ,0.0 ,0.0 ,,,,,
AT3G49140,2.4 ,6.2 ,2.3 ,,,,,
AT3G49142,0.0 ,0.0 ,0.0 ,,,,,
AT3G49150,6.1 ,4.8 ,5.8 ,,,,,
AT3G49160,0.2 ,0.2 ,0.2 ,,,,,
AT3G49170,14.4 ,12.7 ,14.8 ,,,,,
AT3G49180,37.7 ,44.1 ,40.5 ,,,,,
AT3G49190,0.0 ,0.0 ,0.0 ,,,,,
AT3G49200,0.0 ,0.0 ,0.0 ,,,,,
AT3G49210,0.0 ,0.0 ,0.0 ,,,,,
AT3G49220,0.0 ,0.0 ,0.0 ,,,,,
AT3G49230,0.0 ,0.0 ,0.0 ,,,,,
AT3G49240,18.2 ,20.2 ,20.0 ,,,,,
AT3G49250,17.9 ,14.5 ,27.0 ,,,,,
AT3G49260,0.0 ,0.0 ,0.0 ,,,,,
AT3G49270,0.0 ,0.0 ,0.0 ,,,,,
AT3G49280,0.0 ,0.0 ,0.0 ,,,,,
AT3G49290,28.5 ,26.0 ,28.0 ,,,,,
AT3G49300,0.0 ,0.0 ,0.0 ,,,,,
AT3G49305,0.0 ,0.0 ,0.0 ,,,,,
AT3G49307,0.0 ,0.0 ,0.0 ,,,,,
AT3G49310,55.7 ,51.7 ,54.7 ,,,,,
AT3G49320,43.7 ,35.9 ,47.5 ,,,,,
AT3G49330,0.0 ,0.0 ,0.0 ,,,,,
AT3G49340,0.0 ,0.0 ,0.0 ,,,,,
AT3G49350,30.8 ,26.1 ,29.1 ,,,,,
AT3G49360,0.0 ,0.0 ,0.0 ,,,,,
AT3G49370,0.0 ,0.0 ,0.0 ,,,,,
AT3G49380,0.0 ,1.7 ,0.0 ,,,,,
AT3G49390,37.9 ,37.2 ,37.7 ,,,,,
AT3G49400,0.0 ,0.0 ,0.0 ,,,,,
AT3G49410,7.7 ,9.7 ,14.2 ,,,,,
AT3G49420,47.7 ,50.9 ,48.5 ,,,,,
AT3G49430,196.6 ,185.7 ,170.0 ,,,,,
AT3G49440,0.0 ,0.0 ,0.0 ,,,,,
AT3G49450,0.0 ,0.0 ,0.0 ,,,,,
AT3G49460,0.0 ,0.0 ,0.0 ,,,,,
