GeneID,BC1,BC2,BC3,,,,,
AT2G16810,0.0 ,0.0 ,0.0 ,,,,,
AT2G16820,0.0 ,0.0 ,0.0 ,,,,,
AT2G16832,0.0 ,0.0 ,0.0 ,,,,,
AT2G16835,0.0 ,0.0 ,0.0 ,,,,,
AT2G16840,0.0 ,0.0 ,2.1 ,,,,,
AT2G16850,0.0 ,0.0 ,0.0 ,,,,,
AT2G16860,41.5 ,42.3 ,48.7 ,,,,,
AT2G16870,0.0 ,0.0 ,2.2 ,,,,,
AT2G16880,10.3 ,16.7 ,10.4 ,,,,,
AT2G16881,0.0 ,0.0 ,0.0 ,,,,,
AT2G16890,0.0 ,0.0 ,0.0 ,,,,,
AT2G16900,17.7 ,18.1 ,23.7 ,,,,,
AT2G16910,0.0 ,0.0 ,0.0 ,,,,,
AT2G16920,16.9 ,15.9 ,17.4 ,,,,,
AT2G16930,136.6 ,145.0 ,153.4 ,,,,,
AT2G16940,165.9 ,200.0 ,147.4 ,,,,,
AT2G16950,34.4 ,29.9 ,36.0 ,,,,,
AT2G16955,0.0 ,0.0 ,0.0 ,,,,,
AT2G16960,0.0 ,0.0 ,0.0 ,,,,,
AT2G16970,0.0 ,0.0 ,0.0 ,,,,,
AT2G16980,0.0 ,0.0 ,0.0 ,,,,,
AT2G16990,0.0 ,0.0 ,0.0 ,,,,,
AT2G17000,0.0 ,0.0 ,0.0 ,,,,,
AT2G17010,0.0 ,0.0 ,0.0 ,,,,,
AT2G17020,1.0 ,4.4 ,1.1 ,,,,,
AT2G17030,22.9 ,27.8 ,20.4 ,,,,,
AT2G17033,0.0 ,0.0 ,1.0 ,,,,,
AT2G17036,0.0 ,0.0 ,0.0 ,,,,,
AT2G17040,0.0 ,0.0 ,0.0 ,,,,,
AT2G17043,0.0 ,0.0 ,0.0 ,,,,,
AT2G17050,0.0 ,0.0 ,0.0 ,,,,,
AT2G17055,0.0 ,0.0 ,0.0 ,,,,,
AT2G17060,0.0 ,0.0 ,0.0 ,,,,,
AT2G17070,0.0 ,0.0 ,0.0 ,,,,,
AT2G17080,0.0 ,0.0 ,0.0 ,,,,,
AT2G17090,0.0 ,0.0 ,0.0 ,,,,,
AT2G17110,5.4 ,4.4 ,6.5 ,,,,,
AT2G17115,0.0 ,0.0 ,0.0 ,,,,,
AT2G17120,0.0 ,0.0 ,0.0 ,,,,,
AT2G17130,20.1 ,21.9 ,23.4 ,,,,,
AT2G17140,0.0 ,0.0 ,0.2 ,,,,,
AT2G17150,0.0 ,0.0 ,0.0 ,,,,,
AT2G17160,0.0 ,0.0 ,0.0 ,,,,,
AT2G17170,0.0 ,0.0 ,0.0 ,,,,,
AT2G17180,0.0 ,0.0 ,0.0 ,,,,,
AT2G17190,43.4 ,72.0 ,38.4 ,,,,,
AT2G17200,85.3 ,77.3 ,74.7 ,,,,,
AT2G17210,2.6 ,2.1 ,3.2 ,,,,,
AT2G17220,0.0 ,0.0 ,0.6 ,,,,,
AT2G17230,297.6 ,271.9 ,251.0 ,,,,,
AT2G17240,122.9 ,131.6 ,136.5 ,,,,,
AT2G17250,60.4 ,62.3 ,59.1 ,,,,,
AT2G17260,6.9 ,6.4 ,6.9 ,,,,,
AT2G17265,41.2 ,35.6 ,37.6 ,,,,,
AT2G17270,2.0 ,2.1 ,2.2 ,,,,,
AT2G17280,0.0 ,0.0 ,0.0 ,,,,,
AT2G17290,0.0 ,1.9 ,0.0 ,,,,,
AT2G17295,0.0 ,0.0 ,0.0 ,,,,,
AT2G17300,0.0 ,0.0 ,0.0 ,,,,,
AT2G17305,0.0 ,0.0 ,0.0 ,,,,,
AT2G17310,0.0 ,0.0 ,0.0 ,,,,,
AT2G17320,30.0 ,30.6 ,41.0 ,,,,,
AT2G17340,33.2 ,30.2 ,33.7 ,,,,,
AT2G17350,28.3 ,25.1 ,27.2 ,,,,,
AT2G17360,848.3 ,809.7 ,906.6 ,,,,,
AT2G17370,22.0 ,26.7 ,28.4 ,,,,,
AT2G17380,89.6 ,82.4 ,95.0 ,,,,,
AT2G17390,164.2 ,174.2 ,162.0 ,,,,,
AT2G17410,86.1 ,81.0 ,76.4 ,,,,,
AT2G17420,154.4 ,132.2 ,160.6 ,,,,,
AT2G17430,0.0 ,0.0 ,0.0 ,,,,,
AT2G17440,16.9 ,14.2 ,15.2 ,,,,,
AT2G17442,9.8 ,14.9 ,13.5 ,,,,,
AT2G17450,0.0 ,0.0 ,0.0 ,,,,,
AT2G17460,0.0 ,0.0 ,0.0 ,,,,,
AT2G17470,0.0 ,0.0 ,0.0 ,,,,,
AT2G17480,22.0 ,20.4 ,25.0 ,,,,,
AT2G17490,0.0 ,0.0 ,0.0 ,,,,,
AT2G17500,0.0 ,0.1 ,0.0 ,,,,,
AT2G17510,6.2 ,11.3 ,6.9 ,,,,,
AT2G17520,0.1 ,3.3 ,2.4 ,,,,,
AT2G17525,6.0 ,4.3 ,7.2 ,,,,,
AT2G17530,19.7 ,28.3 ,24.3 ,,,,,
AT2G17540,0.0 ,0.0 ,0.2 ,,,,,
AT2G17550,0.0 ,0.0 ,0.0 ,,,,,
AT2G17556,0.0 ,0.0 ,0.0 ,,,,,
AT2G17560,210.9 ,220.7 ,222.5 ,,,,,
AT2G17570,16.0 ,14.0 ,16.5 ,,,,,
AT2G17580,30.0 ,37.7 ,33.3 ,,,,,
AT2G17590,0.0 ,0.0 ,0.0 ,,,,,
AT2G17600,0.0 ,0.0 ,0.0 ,,,,,
AT2G17610,0.0 ,0.0 ,0.0 ,,,,,
AT2G17620,0.0 ,0.0 ,0.0 ,,,,,
AT2G17630,40.9 ,53.2 ,38.4 ,,,,,
AT2G17640,15.0 ,18.6 ,14.7 ,,,,,
AT2G17650,0.0 ,0.0 ,0.3 ,,,,,
AT2G17660,1.6 ,0.4 ,1.9 ,,,,,
AT2G17670,21.4 ,18.8 ,23.0 ,,,,,
AT2G17680,0.0 ,0.0 ,0.0 ,,,,,
AT2G17690,0.0 ,0.0 ,0.0 ,,,,,
AT2G17695,0.0 ,0.0 ,0.0 ,,,,,
AT2G17700,1.8 ,2.4 ,1.5 ,,,,,
AT2G17705,30.5 ,29.5 ,35.0 ,,,,,
AT2G17710,0.0 ,6.1 ,0.0 ,,,,,
AT2G17720,8.6 ,19.9 ,12.7 ,,,,,
AT2G17723,0.0 ,0.0 ,0.0 ,,,,,
AT2G17730,5.7 ,4.9 ,5.2 ,,,,,
AT2G17740,0.0 ,0.0 ,0.0 ,,,,,
AT2G17750,0.0 ,0.0 ,0.0 ,,,,,
AT2G17760,11.1 ,13.6 ,11.5 ,,,,,
AT2G17770,0.0 ,0.0 ,0.0 ,,,,,
AT2G17780,0.0 ,0.0 ,0.0 ,,,,,
AT2G17785,0.0 ,0.0 ,0.0 ,,,,,
AT2G17787,18.2 ,15.1 ,21.2 ,,,,,
AT2G17790,41.8 ,36.0 ,36.7 ,,,,,
AT2G17800,116.4 ,113.9 ,115.8 ,,,,,
AT2G17810,0.0 ,0.0 ,0.0 ,,,,,
AT2G17820,2.0 ,2.0 ,2.1 ,,,,,
AT2G17830,0.0 ,0.0 ,0.0 ,,,,,
AT2G17840,18.6 ,17.4 ,17.5 ,,,,,
AT2G17845,0.0 ,0.0 ,0.0 ,,,,,
AT2G17850,0.0 ,0.0 ,0.0 ,,,,,
AT2G17860,0.0 ,0.0 ,0.0 ,,,,,
AT2G17870,31.3 ,35.9 ,23.9 ,,,,,
AT2G17880,5.1 ,4.0 ,3.4 ,,,,,
AT2G17890,0.0 ,0.0 ,0.0 ,,,,,
AT2G17900,85.1 ,129.8 ,86.1 ,,,,,
AT2G17910,0.0 ,0.0 ,0.0 ,,,,,
AT2G17920,0.0 ,0.0 ,0.0 ,,,,,
AT2G17930,2.7 ,5.6 ,2.9 ,,,,,
AT2G17940,0.0 ,0.0 ,0.0 ,,,,,
AT2G17950,0.0 ,0.0 ,0.0 ,,,,,
AT2G17960,0.0 ,0.0 ,0.0 ,,,,,
AT2G17970,19.2 ,19.1 ,17.2 ,,,,,
AT2G17972,8.3 ,5.6 ,5.6 ,,,,,
AT2G17975,20.6 ,27.9 ,20.5 ,,,,,
AT2G17980,20.8 ,30.1 ,23.7 ,,,,,
AT2G17990,28.3 ,31.3 ,28.3 ,,,,,
AT2G18000,38.3 ,41.3 ,44.5 ,,,,,
AT2G18010,0.0 ,0.0 ,0.0 ,,,,,
AT2G18020,1994.5 ,2112.8 ,1710.3 ,,,,,
AT2G18030,75.1 ,73.9 ,80.2 ,,,,,
AT2G18040,196.4 ,211.1 ,206.6 ,,,,,
AT2G18050,0.0 ,0.0 ,0.0 ,,,,,
AT2G18060,0.0 ,0.0 ,0.0 ,,,,,
AT2G18070,0.0 ,0.0 ,0.0 ,,,,,
AT2G18080,0.0 ,0.0 ,0.0 ,,,,,
AT2G18090,5.9 ,5.1 ,5.0 ,,,,,
AT2G18100,0.0 ,4.4 ,2.7 ,,,,,
AT2G18110,165.6 ,184.1 ,192.5 ,,,,,
AT2G18120,0.0 ,0.0 ,0.0 ,,,,,
AT2G18130,0.0 ,0.0 ,0.0 ,,,,,
AT2G18140,0.0 ,0.0 ,0.0 ,,,,,
AT2G18150,0.0 ,0.0 ,0.0 ,,,,,
AT2G18160,41.3 ,36.8 ,36.4 ,,,,,
AT2G18162,41.3 ,36.8 ,36.4 ,,,,,
AT2G18170,0.0 ,0.0 ,0.0 ,,,,,
AT2G18180,0.0 ,0.0 ,0.0 ,,,,,
AT2G18190,0.0 ,0.0 ,0.0 ,,,,,
AT2G18193,8.5 ,11.4 ,11.6 ,,,,,
AT2G18196,0.0 ,0.0 ,0.0 ,,,,,
AT2G18200,0.0 ,0.0 ,0.0 ,,,,,
AT2G18210,0.0 ,0.0 ,0.0 ,,,,,
AT2G18220,58.1 ,62.9 ,57.4 ,,,,,
AT2G18230,80.2 ,71.2 ,74.6 ,,,,,
AT2G18240,26.5 ,21.9 ,25.2 ,,,,,
AT2G18245,8.8 ,6.8 ,11.9 ,,,,,
AT2G18250,41.3 ,33.8 ,46.5 ,,,,,
AT2G18260,0.0 ,0.0 ,0.0 ,,,,,
AT2G18270,0.0 ,0.0 ,0.0 ,,,,,
AT2G18280,0.0 ,0.0 ,0.0 ,,,,,
AT2G18290,34.8 ,37.2 ,34.2 ,,,,,
AT2G18300,0.0 ,0.0 ,0.0 ,,,,,
AT2G18310,0.0 ,0.0 ,0.0 ,,,,,
AT2G18320,0.0 ,0.0 ,0.0 ,,,,,
AT2G18328,0.0 ,0.0 ,0.0 ,,,,,
AT2G18330,68.9 ,82.5 ,63.4 ,,,,,
AT2G18340,91.9 ,89.0 ,83.1 ,,,,,
AT2G18350,0.0 ,0.0 ,0.0 ,,,,,
AT2G18360,0.0 ,0.0 ,0.0 ,,,,,
AT2G18370,0.0 ,0.0 ,0.0 ,,,,,
AT2G18380,0.0 ,0.0 ,0.0 ,,,,,
AT2G18390,43.8 ,38.1 ,44.5 ,,,,,
AT2G18400,103.5 ,100.5 ,106.3 ,,,,,
AT2G18410,50.4 ,55.4 ,51.5 ,,,,,
AT2G18420,0.0 ,0.0 ,0.0 ,,,,,
AT2G18440,184.8 ,235.3 ,252.3 ,,,,,
AT2G18450,0.0 ,0.0 ,0.0 ,,,,,
AT2G18460,0.0 ,0.0 ,0.0 ,,,,,
AT2G18465,26.4 ,20.4 ,28.0 ,,,,,
AT2G18470,0.0 ,0.0 ,0.0 ,,,,,
AT2G18480,0.0 ,0.0 ,0.0 ,,,,,
AT2G18490,0.0 ,0.0 ,0.0 ,,,,,
AT2G18500,0.0 ,0.0 ,0.0 ,,,,,
AT2G18510,71.6 ,80.2 ,66.9 ,,,,,
AT2G18520,37.4 ,31.0 ,37.0 ,,,,,
AT2G18530,0.0 ,0.0 ,0.0 ,,,,,
AT2G18540,0.0 ,0.0 ,0.0 ,,,,,
AT2G18550,0.0 ,0.0 ,0.0 ,,,,,
AT2G18560,0.0 ,0.0 ,0.0 ,,,,,
AT2G18570,0.0 ,0.0 ,0.0 ,,,,,
AT2G18580,0.0 ,0.0 ,0.0 ,,,,,
AT2G18590,0.0 ,0.0 ,0.0 ,,,,,
AT2G18600,50.7 ,43.1 ,55.9 ,,,,,
AT2G18610,0.0 ,0.0 ,0.0 ,,,,,
AT2G18620,0.0 ,0.0 ,0.0 ,,,,,
AT2G18630,0.0 ,5.2 ,0.0 ,,,,,
AT2G18640,0.0 ,0.0 ,0.0 ,,,,,
AT2G18650,0.0 ,0.0 ,0.0 ,,,,,
AT2G18660,0.0 ,0.0 ,0.0 ,,,,,
AT2G18670,6.7 ,6.5 ,7.7 ,,,,,
AT2G18680,0.0 ,0.0 ,0.0 ,,,,,
AT2G18690,0.0 ,0.0 ,0.0 ,,,,,
AT2G18700,10.0 ,16.4 ,17.8 ,,,,,
AT2G18710,27.6 ,31.0 ,31.9 ,,,,,
AT2G18720,0.0 ,0.0 ,0.0 ,,,,,
AT2G18721,0.0 ,0.0 ,0.0 ,,,,,
AT2G18730,20.3 ,18.9 ,20.9 ,,,,,
AT2G18735,10.5 ,8.6 ,9.3 ,,,,,
AT2G18740,244.1 ,259.3 ,276.0 ,,,,,
AT2G18750,18.7 ,19.6 ,17.0 ,,,,,
AT2G18760,0.0 ,5.1 ,0.8 ,,,,,
AT2G18770,25.0 ,39.9 ,26.0 ,,,,,
AT2G18780,10.0 ,7.5 ,8.8 ,,,,,
AT2G18790,6.3 ,5.9 ,5.0 ,,,,,
AT2G18800,0.0 ,0.0 ,0.0 ,,,,,
AT2G18810,0.0 ,0.0 ,0.0 ,,,,,
AT2G18820,0.0 ,0.0 ,0.0 ,,,,,
AT2G18830,0.0 ,0.0 ,0.0 ,,,,,
AT2G18840,1.0 ,1.0 ,0.9 ,,,,,
AT2G18850,38.5 ,33.3 ,39.2 ,,,,,
AT2G18860,0.0 ,0.0 ,0.1 ,,,,,
AT2G18870,6.8 ,5.1 ,4.0 ,,,,,
AT2G18876,41.7 ,40.5 ,41.5 ,,,,,
AT2G18880,0.0 ,0.0 ,0.0 ,,,,,
AT2G18890,0.0 ,0.0 ,0.0 ,,,,,
AT2G18900,91.7 ,86.6 ,97.1 ,,,,,
AT2G18910,149.8 ,163.9 ,131.4 ,,,,,
AT2G18915,10.1 ,9.7 ,6.9 ,,,,,
AT2G18917,0.5 ,0.1 ,0.0 ,,,,,
AT2G18920,0.0 ,0.0 ,0.0 ,,,,,
AT2G18930,0.0 ,0.0 ,0.0 ,,,,,
AT2G18938,0.0 ,0.0 ,0.0 ,,,,,
AT2G18940,2.7 ,2.3 ,3.3 ,,,,,
AT2G18950,14.6 ,14.4 ,13.9 ,,,,,
AT2G18960,185.4 ,169.8 ,172.0 ,,,,,
AT2G18969,0.0 ,0.0 ,0.0 ,,,,,
AT2G18970,0.0 ,0.0 ,0.0 ,,,,,
AT2G18980,0.0 ,0.0 ,0.0 ,,,,,
AT2G18990,47.9 ,44.1 ,46.5 ,,,,,
AT2G19000,0.0 ,0.0 ,0.0 ,,,,,
AT2G19010,0.0 ,0.0 ,0.0 ,,,,,
AT2G19020,0.0 ,0.0 ,0.0 ,,,,,
AT2G19030,0.0 ,0.0 ,0.0 ,,,,,
AT2G19040,0.0 ,0.0 ,0.0 ,,,,,
AT2G19045,0.0 ,0.0 ,0.0 ,,,,,
AT2G19050,0.0 ,0.0 ,0.0 ,,,,,
AT2G19060,0.0 ,0.0 ,0.0 ,,,,,
AT2G19070,0.0 ,0.0 ,0.0 ,,,,,
AT2G19080,187.2 ,180.7 ,180.6 ,,,,,
AT2G19090,5.5 ,5.4 ,5.8 ,,,,,
AT2G19100,0.0 ,0.0 ,0.0 ,,,,,
AT2G19110,3.3 ,8.3 ,3.3 ,,,,,
AT2G19120,4.0 ,3.5 ,3.4 ,,,,,
AT2G19130,0.0 ,0.0 ,0.0 ,,,,,
AT2G19140,0.0 ,0.0 ,0.0 ,,,,,
AT2G19146,0.0 ,0.0 ,0.0 ,,,,,
AT2G19150,0.0 ,0.0 ,0.0 ,,,,,
AT2G19160,14.6 ,12.0 ,20.5 ,,,,,
AT2G19170,7.7 ,6.9 ,9.2 ,,,,,
AT2G19180,21.7 ,29.1 ,27.3 ,,,,,
AT2G19190,0.0 ,0.0 ,0.0 ,,,,,
AT2G19210,0.0 ,0.0 ,0.0 ,,,,,
AT2G19220,0.0 ,0.0 ,0.0 ,,,,,
AT2G19230,0.0 ,0.0 ,0.0 ,,,,,
AT2G19240,1.0 ,0.7 ,0.8 ,,,,,
AT2G19260,23.0 ,22.5 ,19.9 ,,,,,
AT2G19270,60.8 ,62.6 ,64.5 ,,,,,
AT2G19280,0.4 ,0.5 ,0.5 ,,,,,
AT2G19290,0.0 ,0.0 ,0.0 ,,,,,
AT2G19300,0.0 ,0.0 ,0.0 ,,,,,
AT2G19310,0.0 ,18.0 ,19.5 ,,,,,
AT2G19320,0.0 ,0.0 ,0.0 ,,,,,
AT2G19330,7.7 ,29.2 ,14.9 ,,,,,
AT2G19340,47.7 ,32.4 ,43.6 ,,,,,
AT2G19350,14.5 ,12.3 ,15.4 ,,,,,
AT2G19360,0.0 ,0.0 ,0.0 ,,,,,
AT2G19380,15.4 ,14.8 ,14.6 ,,,,,
AT2G19385,38.0 ,32.2 ,56.8 ,,,,,
AT2G19390,3.3 ,4.4 ,4.3 ,,,,,
AT2G19400,4.2 ,4.3 ,8.8 ,,,,,
AT2G19410,0.0 ,0.0 ,0.0 ,,,,,
AT2G19420,0.0 ,0.0 ,0.0 ,,,,,
AT2G19425,0.0 ,0.0 ,0.0 ,,,,,
AT2G19430,49.9 ,47.6 ,54.5 ,,,,,
AT2G19440,9.0 ,8.9 ,9.2 ,,,,,
AT2G19450,11.4 ,17.5 ,9.6 ,,,,,
AT2G19460,0.0 ,0.0 ,0.8 ,,,,,
AT2G19470,30.9 ,36.3 ,27.6 ,,,,,
AT2G19480,360.7 ,383.6 ,364.7 ,,,,,
AT2G19490,69.4 ,70.1 ,66.7 ,,,,,
AT2G19500,0.0 ,0.0 ,0.0 ,,,,,
AT2G19510,0.0 ,0.0 ,0.0 ,,,,,
AT2G19520,132.3 ,145.2 ,126.1 ,,,,,
AT2G19530,14.8 ,11.0 ,11.7 ,,,,,
AT2G19540,128.6 ,156.4 ,137.6 ,,,,,
AT2G19550,0.1 ,0.2 ,0.0 ,,,,,
AT2G19560,22.8 ,21.1 ,24.5 ,,,,,
AT2G19570,1.7 ,3.7 ,1.7 ,,,,,
AT2G19572,12.0 ,8.4 ,15.8 ,,,,,
AT2G19580,6.9 ,5.9 ,5.2 ,,,,,
AT2G19582,0.0 ,0.0 ,0.0 ,,,,,
AT2G19590,6.2 ,3.9 ,5.5 ,,,,,
AT2G19600,8.5 ,11.1 ,9.5 ,,,,,
AT2G19610,0.0 ,7.1 ,0.4 ,,,,,
AT2G19620,22.5 ,20.6 ,31.1 ,,,,,
AT2G19630,0.0 ,0.0 ,0.0 ,,,,,
AT2G19640,45.3 ,39.0 ,46.0 ,,,,,
AT2G19650,0.0 ,0.0 ,0.0 ,,,,,
AT2G19660,0.0 ,0.0 ,0.0 ,,,,,
AT2G19670,41.9 ,39.5 ,38.0 ,,,,,
AT2G19680,39.3 ,56.5 ,48.8 ,,,,,
AT2G19690,8.1 ,5.9 ,10.5 ,,,,,
AT2G19700,0.0 ,0.0 ,0.0 ,,,,,
AT2G19710,1.1 ,0.9 ,0.6 ,,,,,
AT2G19720,43.3 ,46.5 ,61.1 ,,,,,
AT2G19730,1332.7 ,1379.5 ,1115.8 ,,,,,
AT2G19740,314.1 ,345.4 ,339.8 ,,,,,
AT2G19750,170.2 ,168.5 ,170.3 ,,,,,
AT2G19755,0.0 ,0.0 ,0.0 ,,,,,
AT2G19760,95.7 ,113.0 ,113.8 ,,,,,
AT2G19770,0.0 ,0.0 ,0.0 ,,,,,
AT2G19780,7.8 ,7.4 ,9.3 ,,,,,
AT2G19790,56.2 ,71.0 ,70.0 ,,,,,
AT2G19796,0.0 ,0.0 ,0.0 ,,,,,
AT2G19800,30.2 ,27.9 ,30.4 ,,,,,
AT2G19802,0.0 ,0.0 ,0.0 ,,,,,
AT2G19803,0.0 ,0.0 ,0.0 ,,,,,
AT2G19806,0.0 ,0.0 ,0.0 ,,,,,
AT2G19810,33.4 ,30.6 ,28.3 ,,,,,
AT2G19820,0.0 ,0.0 ,0.0 ,,,,,
AT2G19825,0.0 ,0.0 ,0.0 ,,,,,
AT2G19830,214.1 ,212.0 ,202.6 ,,,,,
AT2G19840,0.0 ,0.0 ,0.0 ,,,,,
AT2G19850,0.0 ,0.0 ,0.0 ,,,,,
AT2G19860,7.7 ,6.4 ,9.0 ,,,,,
AT2G19870,8.7 ,6.4 ,9.9 ,,,,,
AT2G19880,68.7 ,66.3 ,69.2 ,,,,,
AT2G19890,2.1 ,0.9 ,1.0 ,,,,,
AT2G19893,0.0 ,0.0 ,0.0 ,,,,,
AT2G19900,0.0 ,0.0 ,0.0 ,,,,,
AT2G19910,5.4 ,4.3 ,4.6 ,,,,,
AT2G19920,4.3 ,4.2 ,8.0 ,,,,,
AT2G19930,12.5 ,20.0 ,13.7 ,,,,,
AT2G19940,84.9 ,74.1 ,82.1 ,,,,,
AT2G19950,17.5 ,15.7 ,14.3 ,,,,,
AT2G19960,0.0 ,0.0 ,0.0 ,,,,,
AT2G19970,0.0 ,0.0 ,0.0 ,,,,,
AT2G19980,0.0 ,0.0 ,0.0 ,,,,,
AT2G19990,0.0 ,0.0 ,0.0 ,,,,,
AT2G20000,26.6 ,26.3 ,26.2 ,,,,,
AT2G20010,21.6 ,17.5 ,18.8 ,,,,,
AT2G20020,5.3 ,5.0 ,4.4 ,,,,,
AT2G20030,0.0 ,0.0 ,0.0 ,,,,,
AT2G20050,1.4 ,1.3 ,1.4 ,,,,,
AT2G20060,179.1 ,149.6 ,162.0 ,,,,,
AT2G20070,0.0 ,0.0 ,0.0 ,,,,,
AT2G20080,0.0 ,0.0 ,0.0 ,,,,,
AT2G20100,13.1 ,9.9 ,10.4 ,,,,,
AT2G20110,45.3 ,43.3 ,42.3 ,,,,,
AT2G20120,29.6 ,35.3 ,31.4 ,,,,,
AT2G20130,59.8 ,54.0 ,61.1 ,,,,,
AT2G20140,138.5 ,122.3 ,138.7 ,,,,,
AT2G20142,0.0 ,0.0 ,0.0 ,,,,,
AT2G20150,0.0 ,0.0 ,0.0 ,,,,,
AT2G20160,0.0 ,0.0 ,0.0 ,,,,,
AT2G20170,0.0 ,0.0 ,0.0 ,,,,,
AT2G20180,12.5 ,10.3 ,10.1 ,,,,,
AT2G20190,13.2 ,12.3 ,13.1 ,,,,,
AT2G20208,0.0 ,0.0 ,0.0 ,,,,,
AT2G20210,23.6 ,21.0 ,23.6 ,,,,,
AT2G20230,41.1 ,34.5 ,37.5 ,,,,,
AT2G20240,9.0 ,7.5 ,10.7 ,,,,,
AT2G20250,0.0 ,0.0 ,0.0 ,,,,,
AT2G20260,0.1 ,0.1 ,0.5 ,,,,,
AT2G20270,11.3 ,10.3 ,14.2 ,,,,,
AT2G20280,68.7 ,75.2 ,71.8 ,,,,,
AT2G20290,5.3 ,4.0 ,5.7 ,,,,,
AT2G20300,0.3 ,0.3 ,0.3 ,,,,,
AT2G20310,40.8 ,35.0 ,38.2 ,,,,,
AT2G20320,4.5 ,3.8 ,5.6 ,,,,,
AT2G20330,96.3 ,88.1 ,81.4 ,,,,,
AT2G20340,30.3 ,31.0 ,38.4 ,,,,,
AT2G20350,0.0 ,0.0 ,0.0 ,,,,,
AT2G20360,175.7 ,185.5 ,169.8 ,,,,,
AT2G20362,0.0 ,0.0 ,0.0 ,,,,,
AT2G20370,0.4 ,0.6 ,1.0 ,,,,,
AT2G20380,0.0 ,0.0 ,0.0 ,,,,,
AT2G20390,30.9 ,29.6 ,36.6 ,,,,,
AT2G20400,68.6 ,60.3 ,63.3 ,,,,,
AT2G20410,36.0 ,39.9 ,31.1 ,,,,,
AT2G20420,414.5 ,430.8 ,389.9 ,,,,,
AT2G20430,0.0 ,0.0 ,0.0 ,,,,,
AT2G20440,7.6 ,6.7 ,7.1 ,,,,,
AT2G20450,296.0 ,321.6 ,320.0 ,,,,,
AT2G20453,0.0 ,0.0 ,0.0 ,,,,,
AT2G20460,0.0 ,0.0 ,0.0 ,,,,,
AT2G20463,0.0 ,0.0 ,0.0 ,,,,,
AT2G20465,0.0 ,0.0 ,0.0 ,,,,,
AT2G20470,0.7 ,6.8 ,0.4 ,,,,,
AT2G20480,8.9 ,9.0 ,11.5 ,,,,,
AT2G20490,137.0 ,155.3 ,151.6 ,,,,,
AT2G20495,37.8 ,34.2 ,41.8 ,,,,,
AT2G20500,0.0 ,0.0 ,0.0 ,,,,,
AT2G20510,0.0 ,0.0 ,0.0 ,,,,,
AT2G20515,0.0 ,0.0 ,0.0 ,,,,,
AT2G20520,0.0 ,0.0 ,0.0 ,,,,,
AT2G20530,127.8 ,118.4 ,117.5 ,,,,,
AT2G20540,0.0 ,0.0 ,0.0 ,,,,,
AT2G20550,0.0 ,0.0 ,0.6 ,,,,,
AT2G20560,22.5 ,53.7 ,28.9 ,,,,,
AT2G20562,0.0 ,0.0 ,0.0 ,,,,,
AT2G20570,0.0 ,0.0 ,0.0 ,,,,,
AT2G20580,125.6 ,116.7 ,116.1 ,,,,,
AT2G20585,199.9 ,196.0 ,177.5 ,,,,,
AT2G20590,0.7 ,0.7 ,8.8 ,,,,,
AT2G20595,0.0 ,0.0 ,0.0 ,,,,,
AT2G20597,0.0 ,0.0 ,0.0 ,,,,,
AT2G20600,0.0 ,0.0 ,0.0 ,,,,,
AT2G20605,0.0 ,0.0 ,0.0 ,,,,,
AT2G20610,0.6 ,0.3 ,3.6 ,,,,,
AT2G20613,3.4 ,2.6 ,3.8 ,,,,,
AT2G20616,0.0 ,0.0 ,0.0 ,,,,,
AT2G20618,0.0 ,0.0 ,0.0 ,,,,,
AT2G20619,0.0 ,0.0 ,0.0 ,,,,,
AT2G20620,18.6 ,30.0 ,16.4 ,,,,,
AT2G20625,0.0 ,0.0 ,0.0 ,,,,,
AT2G20630,0.0 ,0.0 ,0.0 ,,,,,
AT2G20635,28.9 ,36.1 ,28.5 ,,,,,
AT2G20650,11.5 ,10.4 ,10.4 ,,,,,
AT2G20660,0.0 ,0.0 ,0.0 ,,,,,
AT2G20670,0.0 ,13.8 ,3.6 ,,,,,
AT2G20680,6.9 ,6.0 ,7.7 ,,,,,
AT2G20690,0.3 ,2.9 ,1.8 ,,,,,
AT2G20700,0.0 ,0.0 ,0.0 ,,,,,
AT2G20710,28.2 ,21.8 ,25.4 ,,,,,
AT2G20720,8.5 ,13.5 ,10.0 ,,,,,
AT2G20721,0.0 ,0.0 ,0.0 ,,,,,
AT2G20722,0.0 ,0.0 ,0.0 ,,,,,
AT2G20723,0.0 ,0.0 ,0.0 ,,,,,
AT2G20725,21.2 ,17.6 ,20.7 ,,,,,
AT2G20740,22.7 ,24.4 ,20.1 ,,,,,
AT2G20750,0.0 ,0.0 ,0.0 ,,,,,
AT2G20760,14.7 ,26.7 ,18.4 ,,,,,
AT2G20770,8.8 ,6.7 ,7.8 ,,,,,
AT2G20780,0.0 ,0.0 ,1.0 ,,,,,
AT2G20784,0.0 ,0.0 ,0.0 ,,,,,
AT2G20790,80.9 ,86.8 ,74.5 ,,,,,
AT2G20800,9.0 ,7.2 ,9.5 ,,,,,
AT2G20805,0.0 ,0.0 ,0.0 ,,,,,
AT2G20810,26.4 ,28.1 ,24.2 ,,,,,
AT2G20815,0.5 ,0.4 ,0.3 ,,,,,
AT2G20820,191.6 ,201.0 ,192.4 ,,,,,
AT2G20825,2.0 ,3.5 ,2.3 ,,,,,
AT2G20830,45.4 ,38.5 ,38.6 ,,,,,
